Year,Country,Measure,Age,Value
2008,Italy,SECTOTAL,WA,6075.00
2008,Italy,TACTOTAL,WA,-6306.00
2008,Italy,PPPPRC,WA,0.847036
2008,Italy,INCCTOTAL,WA,19356.00
2008,Italy,GINIB,WA,0.465
2008,Italy,KCTOTAL,WA,1083.00
2008,Italy,TRCTOTAL,WA,4262.00
2008,Italy,MEDIANC,WA,16743.00
2008,Italy,PALMA,WA,1.32
2008,Italy,INCHCTOTAL,WA,18482.00
2008,Italy,PVT5B,WA,0.224
2008,Italy,PVTBHTOTAL,WA,0.212
2008,Italy,PVT5A,WA,0.102
2008,Italy,PVTAHTOTAL,WA,0.112
2008,Italy,P90P10,WA,4.4
2008,Italy,P90P50,WA,2.00
2008,Italy,P50P10,WA,2.2
2008,Italy,S80S20,WA,5.7
2008,Italy,IND,WA,38027000.00
2008,Italy,HHD,WA,16423000.00
2006,Austria,GINI,WA,0.264
2006,Austria,CPI2010,WA,92.6696
2006,Austria,ECTOTAL,WA,22137.00
2006,Austria,TRRSSCTOTAL,WA,6175.00
2006,Austria,SECTOTAL,WA,3136.00
2006,Austria,TACTOTAL,WA,-8256.00
2006,Austria,OCCTOTAL,WA,28.00
2006,Austria,KICTOTAL,WA,627.00
2006,Austria,PPPPRC,WA,0.877727
2006,Austria,INCCTOTAL,WA,23893.00
2006,Austria,GINIB,WA,0.42
2006,Austria,SEICTOTAL,WA,3164.00
2006,Austria,TRROTCTOTAL,WA,231.00
2006,Austria,TRPOTCTOTAL,WA,-186.00
2006,Austria,TRRCTOTAL,WA,6406.00
2006,Austria,GINIG,WA,0.301
2006,Austria,MEDIANC,WA,21674.00
2006,Austria,TRPCTOTAL,WA,-8442.00
2006,Austria,PALMA,WA,0.91
2006,Austria,PVT5B,WA,0.215
2006,Austria,PVT5A,WA,0.07
2006,Austria,PVT6B,WA,0.255
2006,Austria,PVT6A,WA,0.115
2006,Austria,P90P10,WA,3.2
2006,Austria,P90P50,WA,1.7
2006,Austria,P50P10,WA,1.9
2006,Austria,S80S20,WA,3.9
2006,Austria,IND,WA,5354512.00
2006,Spain,GINI,WA,0.307
2006,Spain,CPI2010,WA,92.0915
2006,Spain,ECTOTAL,WA,15040.00
2006,Spain,TRRSSCTOTAL,WA,2440.00
2006,Spain,SECTOTAL,WA,1715.00
2006,Spain,TACTOTAL,WA,-3073.00
2006,Spain,OCCTOTAL,WA,38.00
2006,Spain,KICTOTAL,WA,436.00
2006,Spain,PPPPRC,WA,0.790467
2006,Spain,INCCTOTAL,WA,16530.00
2006,Spain,GINIB,WA,0.394
2006,Spain,SEICTOTAL,WA,1753.00
2006,Spain,TRROTCTOTAL,WA,73.00
2006,Spain,TRPOTCTOTAL,WA,-139.00
2006,Spain,TRRCTOTAL,WA,2513.00
2006,Spain,GINIG,WA,0.325
2006,Spain,MEDIANC,WA,14938.00
2006,Spain,TRPCTOTAL,WA,-3211.00
2006,Spain,PALMA,WA,1.12
2006,Spain,PVT5B,WA,0.186
2006,Spain,PVT5A,WA,0.112
2006,Spain,PVT6B,WA,0.237
2006,Spain,PVT6A,WA,0.165
2006,Spain,P90P10,WA,4.3
2006,Spain,P90P50,WA,1.9
2006,Spain,P50P10,WA,2.3
2006,Spain,S80S20,WA,5.2
2006,Spain,IND,WA,29632544.00
2007,Austria,GINI,OLD,0.286
2008,Austria,GINI,OLD,0.268
2009,Austria,GINI,OLD,0.286
2010,Austria,GINI,OLD,0.28
2011,Austria,GINI,OLD,0.277
2012,Austria,GINI,OLD,0.268
2013,Austria,GINI,OLD,0.276
2014,Austria,GINI,OLD,0.263
2015,Austria,GINI,OLD,0.267
2016,Austria,GINI,OLD,0.262
2017,Austria,GINI,OLD,0.263
2018,Austria,GINI,OLD,0.271
2019,Austria,GINI,OLD,0.27
2007,Austria,CPI2010,OLD,94.6792
2008,Austria,CPI2010,OLD,97.724
2009,Austria,CPI2010,OLD,98.2188
2010,Austria,CPI2010,OLD,100.00
2011,Austria,CPI2010,OLD,103.2866
2012,Austria,CPI2010,OLD,105.854
2013,Austria,CPI2010,OLD,107.9712
2014,Austria,CPI2010,OLD,109.705
2015,Austria,CPI2010,OLD,110.6886
2016,Austria,CPI2010,OLD,111.6755
2017,Austria,CPI2010,OLD,113.9997
2018,Austria,CPI2010,OLD,116.2779
2019,Austria,CPI2010,OLD,118.058
2007,Austria,ECTOTAL,OLD,3401.00
2008,Austria,ECTOTAL,OLD,2904.00
2009,Austria,ECTOTAL,OLD,3453.00
2010,Austria,ECTOTAL,OLD,3186.00
2011,Austria,ECTOTAL,OLD,2837.00
2012,Austria,ECTOTAL,OLD,2878.00
2013,Austria,ECTOTAL,OLD,3072.00
2014,Austria,ECTOTAL,OLD,3142.00
2015,Austria,ECTOTAL,OLD,3189.00
2016,Austria,ECTOTAL,OLD,3673.00
2017,Austria,ECTOTAL,OLD,3961.00
2018,Austria,ECTOTAL,OLD,4014.00
2019,Austria,ECTOTAL,OLD,4067.00
2007,Austria,TRRSSCTOTAL,OLD,20273.00
2008,Austria,TRRSSCTOTAL,OLD,21641.00
2009,Austria,TRRSSCTOTAL,OLD,22773.00
2010,Austria,TRRSSCTOTAL,OLD,23809.00
2011,Austria,TRRSSCTOTAL,OLD,24471.00
2012,Austria,TRRSSCTOTAL,OLD,25190.00
2013,Austria,TRRSSCTOTAL,OLD,26850.00
2014,Austria,TRRSSCTOTAL,OLD,27455.00
2015,Austria,TRRSSCTOTAL,OLD,28086.00
2016,Austria,TRRSSCTOTAL,OLD,28797.00
2017,Austria,TRRSSCTOTAL,OLD,28756.00
2018,Austria,TRRSSCTOTAL,OLD,29888.00
2019,Austria,TRRSSCTOTAL,OLD,30931.00
2007,Austria,SECTOTAL,OLD,1181.00
2008,Austria,SECTOTAL,OLD,1530.00
2009,Austria,SECTOTAL,OLD,1583.00
2010,Austria,SECTOTAL,OLD,1374.00
2011,Austria,SECTOTAL,OLD,1456.00
2012,Austria,SECTOTAL,OLD,1095.00
2013,Austria,SECTOTAL,OLD,1431.00
2014,Austria,SECTOTAL,OLD,1044.00
2015,Austria,SECTOTAL,OLD,1132.00
2016,Austria,SECTOTAL,OLD,1072.00
2017,Austria,SECTOTAL,OLD,1128.00
2018,Austria,SECTOTAL,OLD,1283.00
2019,Austria,SECTOTAL,OLD,1303.00
2007,Austria,TACTOTAL,OLD,-5014.00
2008,Austria,TACTOTAL,OLD,-5429.00
2009,Austria,TACTOTAL,OLD,-5674.00
2010,Austria,TACTOTAL,OLD,-5695.00
2011,Austria,TACTOTAL,OLD,-5802.00
2012,Austria,TACTOTAL,OLD,-6046.00
2013,Austria,TACTOTAL,OLD,-6604.00
2014,Austria,TACTOTAL,OLD,-6728.00
2015,Austria,TACTOTAL,OLD,-7247.00
2016,Austria,TACTOTAL,OLD,-6749.00
2017,Austria,TACTOTAL,OLD,-6854.00
2018,Austria,TACTOTAL,OLD,-7200.00
2019,Austria,TACTOTAL,OLD,-7636.00
2007,Austria,OCCTOTAL,OLD,23.00
2008,Austria,OCCTOTAL,OLD,42.00
2009,Austria,OCCTOTAL,OLD,37.00
2007,Austria,KICTOTAL,OLD,1323.00
2008,Austria,KICTOTAL,OLD,1022.00
2009,Austria,KICTOTAL,OLD,1199.00
2010,Austria,KICTOTAL,OLD,1276.00
2011,Austria,KICTOTAL,OLD,1898.00
2012,Austria,KICTOTAL,OLD,1370.00
2013,Austria,KICTOTAL,OLD,1884.00
2014,Austria,KICTOTAL,OLD,1857.00
2015,Austria,KICTOTAL,OLD,2256.00
2016,Austria,KICTOTAL,OLD,1910.00
2017,Austria,KICTOTAL,OLD,1731.00
2018,Austria,KICTOTAL,OLD,1696.00
2019,Austria,KICTOTAL,OLD,1886.00
2007,Austria,PPPPRC,OLD,0.878301
2008,Austria,PPPPRC,OLD,0.872035
2009,Austria,PPPPRC,OLD,0.863791
2010,Austria,PPPPRC,OLD,0.856586
2011,Austria,PPPPRC,OLD,0.850842
2012,Austria,PPPPRC,OLD,0.855789
2013,Austria,PPPPRC,OLD,0.845407
2014,Austria,PPPPRC,OLD,0.845595
2015,Austria,PPPPRC,OLD,0.850461
2016,Austria,PPPPRC,OLD,0.832053
2017,Austria,PPPPRC,OLD,0.837481
2018,Austria,PPPPRC,OLD,0.827618
2019,Austria,PPPPRC,OLD,0.844934
2007,Austria,INCCTOTAL,OLD,21173.00
2008,Austria,INCCTOTAL,OLD,21708.00
2009,Austria,INCCTOTAL,OLD,23330.00
2010,Austria,INCCTOTAL,OLD,23909.00
2011,Austria,INCCTOTAL,OLD,24747.00
2012,Austria,INCCTOTAL,OLD,24435.00
2013,Austria,INCCTOTAL,OLD,26611.00
2014,Austria,INCCTOTAL,OLD,26712.00
2015,Austria,INCCTOTAL,OLD,27327.00
2016,Austria,INCCTOTAL,OLD,28594.00
2017,Austria,INCCTOTAL,OLD,28645.00
2018,Austria,INCCTOTAL,OLD,29613.00
2019,Austria,INCCTOTAL,OLD,30510.00
2007,Austria,GINIB,OLD,0.826
2008,Austria,GINIB,OLD,0.838
2009,Austria,GINIB,OLD,0.838
2010,Austria,GINIB,OLD,0.828
2011,Austria,GINIB,OLD,0.827
2012,Austria,GINIB,OLD,0.838
2013,Austria,GINIB,OLD,0.842
2014,Austria,GINIB,OLD,0.839
2015,Austria,GINIB,OLD,0.848
2016,Austria,GINIB,OLD,0.832
2017,Austria,GINIB,OLD,0.84
2018,Austria,GINIB,OLD,0.849
2019,Austria,GINIB,OLD,0.833
2007,Austria,SEICTOTAL,OLD,1205.00
2008,Austria,SEICTOTAL,OLD,1572.00
2009,Austria,SEICTOTAL,OLD,1620.00
2010,Austria,SEICTOTAL,OLD,1374.00
2011,Austria,SEICTOTAL,OLD,1456.00
2012,Austria,SEICTOTAL,OLD,1095.00
2013,Austria,SEICTOTAL,OLD,1431.00
2014,Austria,SEICTOTAL,OLD,1044.00
2015,Austria,SEICTOTAL,OLD,1132.00
2016,Austria,SEICTOTAL,OLD,1072.00
2017,Austria,SEICTOTAL,OLD,1128.00
2018,Austria,SEICTOTAL,OLD,1283.00
2019,Austria,SEICTOTAL,OLD,1303.00
2007,Austria,TRROTCTOTAL,OLD,56.00
2008,Austria,TRROTCTOTAL,OLD,69.00
2009,Austria,TRROTCTOTAL,OLD,49.00
2010,Austria,TRROTCTOTAL,OLD,56.00
2011,Austria,TRROTCTOTAL,OLD,57.00
2012,Austria,TRROTCTOTAL,OLD,78.00
2013,Austria,TRROTCTOTAL,OLD,87.00
2014,Austria,TRROTCTOTAL,OLD,97.00
2015,Austria,TRROTCTOTAL,OLD,100.00
2016,Austria,TRROTCTOTAL,OLD,69.00
2017,Austria,TRROTCTOTAL,OLD,74.00
2018,Austria,TRROTCTOTAL,OLD,102.00
2019,Austria,TRROTCTOTAL,OLD,107.00
2007,Austria,TRPOTCTOTAL,OLD,-73.00
2008,Austria,TRPOTCTOTAL,OLD,-70.00
2009,Austria,TRPOTCTOTAL,OLD,-89.00
2010,Austria,TRPOTCTOTAL,OLD,-98.00
2011,Austria,TRPOTCTOTAL,OLD,-170.00
2012,Austria,TRPOTCTOTAL,OLD,-129.00
2013,Austria,TRPOTCTOTAL,OLD,-110.00
2014,Austria,TRPOTCTOTAL,OLD,-155.00
2015,Austria,TRPOTCTOTAL,OLD,-189.00
2016,Austria,TRPOTCTOTAL,OLD,-178.00
2017,Austria,TRPOTCTOTAL,OLD,-150.00
2018,Austria,TRPOTCTOTAL,OLD,-170.00
2019,Austria,TRPOTCTOTAL,OLD,-149.00
2007,Austria,TRRCTOTAL,OLD,20329.00
2008,Austria,TRRCTOTAL,OLD,21710.00
2009,Austria,TRRCTOTAL,OLD,22822.00
2010,Austria,TRRCTOTAL,OLD,23865.00
2011,Austria,TRRCTOTAL,OLD,24528.00
2012,Austria,TRRCTOTAL,OLD,25268.00
2013,Austria,TRRCTOTAL,OLD,26937.00
2014,Austria,TRRCTOTAL,OLD,27552.00
2015,Austria,TRRCTOTAL,OLD,28186.00
2016,Austria,TRRCTOTAL,OLD,28866.00
2017,Austria,TRRCTOTAL,OLD,28830.00
2018,Austria,TRRCTOTAL,OLD,29990.00
2019,Austria,TRRCTOTAL,OLD,31038.00
2007,Austria,GINIG,OLD,0.324
2008,Austria,GINIG,OLD,0.312
2009,Austria,GINIG,OLD,0.332
2010,Austria,GINIG,OLD,0.322
2011,Austria,GINIG,OLD,0.318
2012,Austria,GINIG,OLD,0.31
2013,Austria,GINIG,OLD,0.314
2014,Austria,GINIG,OLD,0.301
2015,Austria,GINIG,OLD,0.307
2016,Austria,GINIG,OLD,0.302
2017,Austria,GINIG,OLD,0.304
2018,Austria,GINIG,OLD,0.309
2019,Austria,GINIG,OLD,0.308
2007,Austria,MEDIANC,OLD,18497.00
2008,Austria,MEDIANC,OLD,19329.00
2009,Austria,MEDIANC,OLD,20208.00
2010,Austria,MEDIANC,OLD,21190.00
2011,Austria,MEDIANC,OLD,22147.00
2012,Austria,MEDIANC,OLD,22342.00
2013,Austria,MEDIANC,OLD,23525.00
2014,Austria,MEDIANC,OLD,24008.00
2015,Austria,MEDIANC,OLD,24455.00
2016,Austria,MEDIANC,OLD,25833.00
2017,Austria,MEDIANC,OLD,25771.00
2018,Austria,MEDIANC,OLD,27054.00
2019,Austria,MEDIANC,OLD,27760.00
2007,Austria,TRPCTOTAL,OLD,-5086.00
2008,Austria,TRPCTOTAL,OLD,-5499.00
2009,Austria,TRPCTOTAL,OLD,-5763.00
2010,Austria,TRPCTOTAL,OLD,-5793.00
2011,Austria,TRPCTOTAL,OLD,-5972.00
2012,Austria,TRPCTOTAL,OLD,-6176.00
2013,Austria,TRPCTOTAL,OLD,-6714.00
2014,Austria,TRPCTOTAL,OLD,-6883.00
2015,Austria,TRPCTOTAL,OLD,-7436.00
2016,Austria,TRPCTOTAL,OLD,-6927.00
2017,Austria,TRPCTOTAL,OLD,-7005.00
2018,Austria,TRPCTOTAL,OLD,-7370.00
2019,Austria,TRPCTOTAL,OLD,-7785.00
2007,Austria,PALMA,OLD,1.02
2008,Austria,PALMA,OLD,0.93
2009,Austria,PALMA,OLD,1.02
2010,Austria,PALMA,OLD,0.99
2011,Austria,PALMA,OLD,0.98
2012,Austria,PALMA,OLD,0.92
2013,Austria,PALMA,OLD,0.98
2014,Austria,PALMA,OLD,0.92
2015,Austria,PALMA,OLD,0.94
2016,Austria,PALMA,OLD,0.9
2017,Austria,PALMA,OLD,0.91
2018,Austria,PALMA,OLD,0.95
2019,Austria,PALMA,OLD,0.95
2007,Austria,PVT5B,OLD,0.824
2008,Austria,PVT5B,OLD,0.84
2009,Austria,PVT5B,OLD,0.837
2010,Austria,PVT5B,OLD,0.826
2011,Austria,PVT5B,OLD,0.827
2012,Austria,PVT5B,OLD,0.851
2013,Austria,PVT5B,OLD,0.842
2014,Austria,PVT5B,OLD,0.842
2015,Austria,PVT5B,OLD,0.844
2016,Austria,PVT5B,OLD,0.827
2017,Austria,PVT5B,OLD,0.835
2018,Austria,PVT5B,OLD,0.835
2019,Austria,PVT5B,OLD,0.821
2007,Austria,PVT5A,OLD,0.133
2008,Austria,PVT5A,OLD,0.127
2009,Austria,PVT5A,OLD,0.116
2010,Austria,PVT5A,OLD,0.113
2011,Austria,PVT5A,OLD,0.108
2012,Austria,PVT5A,OLD,0.113
2013,Austria,PVT5A,OLD,0.099
2014,Austria,PVT5A,OLD,0.09
2015,Austria,PVT5A,OLD,0.078
2016,Austria,PVT5A,OLD,0.088
2017,Austria,PVT5A,OLD,0.097
2018,Austria,PVT5A,OLD,0.1
2019,Austria,PVT5A,OLD,0.101
2007,Austria,PVT6B,OLD,0.839
2008,Austria,PVT6B,OLD,0.857
2009,Austria,PVT6B,OLD,0.856
2010,Austria,PVT6B,OLD,0.846
2011,Austria,PVT6B,OLD,0.844
2012,Austria,PVT6B,OLD,0.864
2013,Austria,PVT6B,OLD,0.858
2014,Austria,PVT6B,OLD,0.858
2015,Austria,PVT6B,OLD,0.859
2016,Austria,PVT6B,OLD,0.848
2017,Austria,PVT6B,OLD,0.854
2018,Austria,PVT6B,OLD,0.858
2019,Austria,PVT6B,OLD,0.852
2007,Austria,PVT6A,OLD,0.225
2008,Austria,PVT6A,OLD,0.211
2009,Austria,PVT6A,OLD,0.196
2010,Austria,PVT6A,OLD,0.191
2011,Austria,PVT6A,OLD,0.181
2012,Austria,PVT6A,OLD,0.187
2013,Austria,PVT6A,OLD,0.169
2014,Austria,PVT6A,OLD,0.165
2015,Austria,PVT6A,OLD,0.159
2016,Austria,PVT6A,OLD,0.158
2017,Austria,PVT6A,OLD,0.165
2018,Austria,PVT6A,OLD,0.166
2019,Austria,PVT6A,OLD,0.171
2007,Austria,P90P10,OLD,3.4
2008,Austria,P90P10,OLD,3.2
2009,Austria,P90P10,OLD,3.4
2010,Austria,P90P10,OLD,3.5
2011,Austria,P90P10,OLD,3.4
2012,Austria,P90P10,OLD,3.2
2013,Austria,P90P10,OLD,3.2
2014,Austria,P90P10,OLD,3.1
2015,Austria,P90P10,OLD,3.1
2016,Austria,P90P10,OLD,3.3
2017,Austria,P90P10,OLD,3.3
2018,Austria,P90P10,OLD,3.4
2019,Austria,P90P10,OLD,3.3
2007,Austria,P90P50,OLD,1.9
2008,Austria,P90P50,OLD,1.8
2009,Austria,P90P50,OLD,1.9
2010,Austria,P90P50,OLD,1.9
2011,Austria,P90P50,OLD,1.8
2012,Austria,P90P50,OLD,1.7
2013,Austria,P90P50,OLD,1.8
2014,Austria,P90P50,OLD,1.7
2015,Austria,P90P50,OLD,1.7
2016,Austria,P90P50,OLD,1.8
2017,Austria,P90P50,OLD,1.8
2018,Austria,P90P50,OLD,1.8
2019,Austria,P90P50,OLD,1.8
2007,Austria,P50P10,OLD,1.8
2008,Austria,P50P10,OLD,1.8
2009,Austria,P50P10,OLD,1.8
2010,Austria,P50P10,OLD,1.9
2011,Austria,P50P10,OLD,1.9
2012,Austria,P50P10,OLD,1.9
2013,Austria,P50P10,OLD,1.8
2014,Austria,P50P10,OLD,1.8
2015,Austria,P50P10,OLD,1.8
2016,Austria,P50P10,OLD,1.8
2017,Austria,P50P10,OLD,1.8
2018,Austria,P50P10,OLD,1.9
2019,Austria,P50P10,OLD,1.9
2007,Austria,S80S20,OLD,4.4
2008,Austria,S80S20,OLD,4.00
2009,Austria,S80S20,OLD,4.3
2010,Austria,S80S20,OLD,4.3
2011,Austria,S80S20,OLD,4.2
2012,Austria,S80S20,OLD,4.1
2013,Austria,S80S20,OLD,4.1
2014,Austria,S80S20,OLD,3.8
2015,Austria,S80S20,OLD,3.9
2016,Austria,S80S20,OLD,3.8
2017,Austria,S80S20,OLD,3.9
2018,Austria,S80S20,OLD,4.2
2019,Austria,S80S20,OLD,4.1
2007,Austria,IND,OLD,1282844.00
2008,Austria,IND,OLD,1305985.00
2009,Austria,IND,OLD,1341589.00
2010,Austria,IND,OLD,1363191.00
2011,Austria,IND,OLD,1370060.00
2012,Austria,IND,OLD,1359419.00
2013,Austria,IND,OLD,1405187.00
2014,Austria,IND,OLD,1447330.00
2015,Austria,IND,OLD,1465648.00
2016,Austria,IND,OLD,1472000.00
2017,Austria,IND,OLD,1376562.00
2018,Austria,IND,OLD,1417011.00
2019,Austria,IND,OLD,1438421.00
2018,Belgium,GINI,OLD,0.237
2019,Belgium,GINI,OLD,0.231
2006,Belgium,GINI,OLD,0.251
2007,Belgium,GINI,OLD,0.234
2008,Belgium,GINI,OLD,0.237
2009,Belgium,GINI,OLD,0.26
2010,Belgium,GINI,OLD,0.227
2011,Belgium,GINI,OLD,0.24
2012,Belgium,GINI,OLD,0.228
2013,Belgium,GINI,OLD,0.226
2018,Belgium,CPI2010,OLD,115.4516
2019,Belgium,CPI2010,OLD,117.1104
2006,Belgium,CPI2010,OLD,92.0252
2007,Belgium,CPI2010,OLD,93.7029
2008,Belgium,CPI2010,OLD,97.9096
2009,Belgium,CPI2010,OLD,97.8576
2010,Belgium,CPI2010,OLD,100.00
2011,Belgium,CPI2010,OLD,103.5321
2012,Belgium,CPI2010,OLD,106.472
2013,Belgium,CPI2010,OLD,107.6572
2018,Belgium,ECTOTAL,OLD,2499.00
2019,Belgium,ECTOTAL,OLD,2168.00
2006,Belgium,ECTOTAL,OLD,1935.00
2007,Belgium,ECTOTAL,OLD,1801.00
2008,Belgium,ECTOTAL,OLD,1971.00
2009,Belgium,ECTOTAL,OLD,2011.00
2010,Belgium,ECTOTAL,OLD,2170.00
2011,Belgium,ECTOTAL,OLD,2053.00
2012,Belgium,ECTOTAL,OLD,1896.00
2013,Belgium,ECTOTAL,OLD,1846.00
2018,Belgium,TRRSSCTOTAL,OLD,23221.00
2019,Belgium,TRRSSCTOTAL,OLD,23247.00
2018,Belgium,SECTOTAL,OLD,1095.00
2019,Belgium,SECTOTAL,OLD,566.00
2006,Belgium,SECTOTAL,OLD,356.00
2007,Belgium,SECTOTAL,OLD,275.00
2008,Belgium,SECTOTAL,OLD,294.00
2009,Belgium,SECTOTAL,OLD,312.00
2010,Belgium,SECTOTAL,OLD,298.00
2011,Belgium,SECTOTAL,OLD,194.00
2012,Belgium,SECTOTAL,OLD,395.00
2013,Belgium,SECTOTAL,OLD,439.00
2018,Belgium,TACTOTAL,OLD,-4560.00
2019,Belgium,TACTOTAL,OLD,-3965.00
2006,Belgium,TACTOTAL,OLD,-2472.00
2007,Belgium,TACTOTAL,OLD,-2110.00
2008,Belgium,TACTOTAL,OLD,-2093.00
2009,Belgium,TACTOTAL,OLD,-2685.00
2010,Belgium,TACTOTAL,OLD,-2063.00
2011,Belgium,TACTOTAL,OLD,-2987.00
2012,Belgium,TACTOTAL,OLD,-3404.00
2013,Belgium,TACTOTAL,OLD,-3289.00
2018,Belgium,KICTOTAL,OLD,1317.00
2019,Belgium,KICTOTAL,OLD,1486.00
2018,Belgium,PPPPRC,OLD,0.846182
2019,Belgium,PPPPRC,OLD,0.858237
2006,Belgium,PPPPRC,OLD,0.922469
2007,Belgium,PPPPRC,OLD,0.926567
2008,Belgium,PPPPRC,OLD,0.916938
2009,Belgium,PPPPRC,OLD,0.902307
2010,Belgium,PPPPRC,OLD,0.893642
2011,Belgium,PPPPRC,OLD,0.880715
2012,Belgium,PPPPRC,OLD,0.88312
2013,Belgium,PPPPRC,OLD,0.87123
2018,Belgium,INCCTOTAL,OLD,23555.00
2019,Belgium,INCCTOTAL,OLD,23459.00
2006,Belgium,INCCTOTAL,OLD,16227.00
2007,Belgium,INCCTOTAL,OLD,16432.00
2008,Belgium,INCCTOTAL,OLD,17893.00
2009,Belgium,INCCTOTAL,OLD,18635.00
2010,Belgium,INCCTOTAL,OLD,18271.00
2011,Belgium,INCCTOTAL,OLD,18421.00
2012,Belgium,INCCTOTAL,OLD,20110.00
2013,Belgium,INCCTOTAL,OLD,20532.00
2018,Belgium,GINIB,OLD,0.868
2019,Belgium,GINIB,OLD,0.866
2006,Belgium,GINIB,OLD,0.853
2007,Belgium,GINIB,OLD,0.848
2008,Belgium,GINIB,OLD,0.879
2009,Belgium,GINIB,OLD,0.878
2010,Belgium,GINIB,OLD,0.863
2011,Belgium,GINIB,OLD,0.892
2012,Belgium,GINIB,OLD,0.928
2013,Belgium,GINIB,OLD,0.925
2018,Belgium,SEICTOTAL,OLD,1095.00
2019,Belgium,SEICTOTAL,OLD,566.00
2006,Belgium,KCTOTAL,OLD,1449.00
2007,Belgium,KCTOTAL,OLD,1315.00
2008,Belgium,KCTOTAL,OLD,1356.00
2009,Belgium,KCTOTAL,OLD,1859.00
2010,Belgium,KCTOTAL,OLD,1297.00
2011,Belgium,KCTOTAL,OLD,1313.00
2012,Belgium,KCTOTAL,OLD,1130.00
2013,Belgium,KCTOTAL,OLD,1372.00
2018,Belgium,TRROTCTOTAL,OLD,44.00
2019,Belgium,TRROTCTOTAL,OLD,33.00
2018,Belgium,TRPOTCTOTAL,OLD,-60.00
2019,Belgium,TRPOTCTOTAL,OLD,-76.00
2006,Belgium,TRCTOTAL,OLD,14950.00
2007,Belgium,TRCTOTAL,OLD,15144.00
2008,Belgium,TRCTOTAL,OLD,16345.00
2009,Belgium,TRCTOTAL,OLD,17132.00
2010,Belgium,TRCTOTAL,OLD,16570.00
2011,Belgium,TRCTOTAL,OLD,17844.00
2012,Belgium,TRCTOTAL,OLD,20091.00
2013,Belgium,TRCTOTAL,OLD,20187.00
2018,Belgium,TRRCTOTAL,OLD,23265.00
2019,Belgium,TRRCTOTAL,OLD,23281.00
2018,Belgium,GINIG,OLD,0.293
2019,Belgium,GINIG,OLD,0.277
2018,Belgium,MEDIANC,OLD,20517.00
2019,Belgium,MEDIANC,OLD,20709.00
2006,Belgium,MEDIANC,OLD,14216.00
2007,Belgium,MEDIANC,OLD,14578.00
2008,Belgium,MEDIANC,OLD,15559.00
2009,Belgium,MEDIANC,OLD,15792.00
2010,Belgium,MEDIANC,OLD,16184.00
2011,Belgium,MEDIANC,OLD,16311.00
2012,Belgium,MEDIANC,OLD,17819.00
2013,Belgium,MEDIANC,OLD,18220.00
2018,Belgium,TRPCTOTAL,OLD,-4620.00
2019,Belgium,TRPCTOTAL,OLD,-4040.00
2018,Belgium,PALMA,OLD,0.82
2019,Belgium,PALMA,OLD,0.79
2006,Belgium,PALMA,OLD,0.86
2007,Belgium,PALMA,OLD,0.79
2008,Belgium,PALMA,OLD,0.81
2009,Belgium,PALMA,OLD,0.93
2010,Belgium,PALMA,OLD,0.77
2011,Belgium,PALMA,OLD,0.81
2012,Belgium,PALMA,OLD,0.78
2013,Belgium,PALMA,OLD,0.77
2018,Belgium,PVT5B,OLD,0.883
2019,Belgium,PVT5B,OLD,0.9
2006,Belgium,PVT5B,OLD,0.865
2007,Belgium,PVT5B,OLD,0.879
2008,Belgium,PVT5B,OLD,0.87
2009,Belgium,PVT5B,OLD,0.869
2010,Belgium,PVT5B,OLD,0.873
2011,Belgium,PVT5B,OLD,0.881
2012,Belgium,PVT5B,OLD,0.895
2013,Belgium,PVT5B,OLD,0.886
2018,Belgium,PVT5A,OLD,0.085
2019,Belgium,PVT5A,OLD,0.105
2006,Belgium,PVT5A,OLD,0.156
2007,Belgium,PVT5A,OLD,0.128
2008,Belgium,PVT5A,OLD,0.116
2009,Belgium,PVT5A,OLD,0.109
2010,Belgium,PVT5A,OLD,0.105
2011,Belgium,PVT5A,OLD,0.098
2012,Belgium,PVT5A,OLD,0.091
2013,Belgium,PVT5A,OLD,0.077
2006,Belgium,PMEAN5A,OLD,0.197
2007,Belgium,PMEAN5A,OLD,0.19
2008,Belgium,PMEAN5A,OLD,0.171
2009,Belgium,PMEAN5A,OLD,0.208
2010,Belgium,PMEAN5A,OLD,0.173
2011,Belgium,PMEAN5A,OLD,0.332
2012,Belgium,PMEAN5A,OLD,0.179
2013,Belgium,PMEAN5A,OLD,0.187
2006,Belgium,PMED5A,OLD,0.118
2007,Belgium,PMED5A,OLD,0.114
2008,Belgium,PMED5A,OLD,0.092
2009,Belgium,PMED5A,OLD,0.114
2010,Belgium,PMED5A,OLD,0.108
2011,Belgium,PMED5A,OLD,0.202
2012,Belgium,PMED5A,OLD,0.095
2013,Belgium,PMED5A,OLD,0.119
2018,Belgium,PVT6B,OLD,0.897
2019,Belgium,PVT6B,OLD,0.91
2006,Belgium,PVT6B,OLD,0.879
2007,Belgium,PVT6B,OLD,0.896
2008,Belgium,PVT6B,OLD,0.891
2009,Belgium,PVT6B,OLD,0.882
2010,Belgium,PVT6B,OLD,0.889
2011,Belgium,PVT6B,OLD,0.897
2012,Belgium,PVT6B,OLD,0.907
2013,Belgium,PVT6B,OLD,0.906
2018,Belgium,PVT6A,OLD,0.245
2019,Belgium,PVT6A,OLD,0.274
2006,Belgium,PVT6A,OLD,0.287
2007,Belgium,PVT6A,OLD,0.282
